name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Cuarto Amplio perfecto para pareja (Narvarte),94499580,Inês,Benito Juárez,19.39426,-99.15945,Private room,270,10,0,0.0,1,83
Habitación Nah Kusam en el Sur de CDMX,132208983,,Coyoacán,19.31471,-99.1344,Private room,248,5,16,0.39,3,0
"Private Room In Family Apartment, Mexico City.",138573879,Anabell,Azcapotzalco,19.47534,-99.14837,Private room,270,1,190,4.31,1,91
Depto Indianapolis,142130619,Laura,Miguel Hidalgo,19.39819,-99.17772,Entire home/apt,1041,1,0,0.0,1,359
1 Recamara Tlalpan Be Grand Coyoacán,52244055,Martín Raúl,Coyoacán,19.31477,-99.1406,Private room,780,2,1,0.03,2,0
habitación independiente en Coyoacan,142225098,Mariano,Coyoacán,19.34083,-99.14523,Entire home/apt,280,1,1,0.02,1,0
Modern & Secure private room! Welcome foreigners!,11611061,Joel,Benito Juárez,19.37856,-99.13795,Private room,236,3,14,0.39,1,2
Departamento de Lujo Santa Fe Ciudad de Mexico.,87383356,Vicente,Cuajimalpa de Morelos,19.35989,-99.26995,Entire home/apt,1390,5,6,0.14,1,87
Apartment in Roma Condesa,142270255,Sally,Cuauhtémoc,19.40902,-99.16815,Entire home/apt,1150,3,3,0.07,1,365
Guanajuato 60.,38877997,Arturo,Cuauhtémoc,19.41613,-99.15674,Private room,416,2,0,0.0,1,363
FirstClass|1raClase 5minApto|ForoSol|PalacioDep,142318709,Jorge Y Gonzalo,Venustiano Carranza,19.41111,-99.08656,Entire home/apt,506,2,245,5.6,3,81
Recamara con baño privado y servicios adicionales,142327557,Rafael,Coyoacán,19.32898,-99.13602,Private room,349,1,1,0.02,1,0
Estancia compartida en DF ( cuarto disponible),142330284,Mro,Miguel Hidalgo,19.44418,-99.18844,Shared room,400,3,0,0.0,1,358
Habitación en Lindo Depto en excelente ubicación,14339308,Beto,Cuauhtémoc,19.4314,-99.16417,Private room,719,1,1,0.06,3,0
Rec,142427763,Rocio,Tlalpan,19.28596,-99.18056,Entire home/apt,399,1,3,0.08,2,237
"Full clean  apartment in Coyoacan, Mexico City.",54364774,Pedro,Coyoacán,19.34123,-99.15541,Entire home/apt,742,3,17,0.42,1,178
"Lovely, beautiful and central - México/Del Valle",14085413,Meir,Benito Juárez,19.38322,-99.16649,Entire home/apt,785,3,63,1.52,1,359
Guest Suite in Historic Architecture Home,34213141,Kevino,Cuauhtémoc,19.42121,-99.15533,Private room,714,1,296,6.66,9,73
Cozy bedroom in a traditional mexican home.,142524909,Margarita,Gustavo A. Madero,19.46841,-99.09102,Private room,300,1,17,0.42,1,365
SUNNY APARTMENT + PRIVATE TERRACE,9988682,Quinquin,Cuauhtémoc,19.43175,-99.15473,Entire home/apt,1559,2,132,2.96,16,85
Luxury flat in Carso / Polanco,51986813,Felipe,Miguel Hidalgo,19.44179,-99.20178,Entire home/apt,2009,1,47,1.07,2,179
Vintage Apartment With a Roof Garden in a Trendy Area,30600030,Daphne,Benito Juárez,19.40245,-99.14661,Entire home/apt,950,1,55,1.23,16,365
HABITACION CENTRICA CERCA DE TODO BAÑO PRIVADO,127233194,Carlos,Cuauhtémoc,19.43814,-99.13578,Private room,285,1,212,4.74,11,172
Departamento céntrico con 2 habitaciones y seguridad privada,88580272,Monica,Cuauhtémoc,19.42444,-99.16212,Entire home/apt,1026,2,63,1.41,2,243
"Recamara CDMX Aeropuerto, foro sol, Autódromo",142679432,Luis,Iztacalco,19.40448,-99.07767,Private room,1499,1,4,0.1,1,365
Mariano Escobedo,129191226,Beatriz,Miguel Hidalgo,19.44338,-99.1823,Entire home/apt,780,2,18,0.41,1,85
Hermoso departamento en el corazón de la CDMX,132535773,Mary Carmen,Cuauhtémoc,19.43234,-99.16843,Entire home/apt,1200,3,1,0.06,3,365
Roma Norte-Condesa chic loft,123368090,Leonor,Cuauhtémoc,19.42102,-99.17307,Entire home/apt,1386,1,239,5.35,4,87
Mi casa #1 at the Polanco's most exclusive area,96086504,,Miguel Hidalgo,19.4314,-99.18797,Entire home/apt,2239,1,42,0.97,4,362
"Clean, safe, full of light: heaven in Condesa!",11393365,Valerie,Cuauhtémoc,19.40934,-99.17861,Entire home/apt,1540,2,87,1.96,1,193
"Great & Safe, all family apartment in Polanco.",25284130,Yhara,Miguel Hidalgo,19.44115,-99.19807,Entire home/apt,1237,2,42,0.96,3,365
Departamento en el Corazon de Condesa,40227779,Norma,Cuauhtémoc,19.41525,-99.17142,Entire home/apt,1341,2,5,0.12,2,333
"Habitación en Heroes de Padierna, muy confortable",142841816,M. E. Javier Orlando,Tlalpan,19.31033,-99.22344,Private room,400,1,16,0.36,1,0
Habitación Nah Kéej c/baño privado al Sur de CDMX,132208983,,Coyoacán,19.31432,-99.1344,Private room,295,5,17,0.38,3,0
Casa de Tere y Miguel,142817418,Ma Teresa,Tlalpan,19.24747,-99.16394,Private room,341,1,4,0.09,1,365
Habitación en casa de tres plantas,142925761,Luz,Benito Juárez,19.38452,-99.16176,Private room,310,2,1,0.06,1,74
Cozy and convenient apartment near Santa Fe 102,21570721,Viviana,Cuajimalpa de Morelos,19.3681,-99.28093,Entire home/apt,799,2,44,1.0,5,270
Habitación Privada en Depa Compartido_Narvarte,66746946,,Benito Juárez,19.37889,-99.15263,Private room,234,2,2,0.05,2,364
Confortable deparment in a central location,100970659,Adrian,Benito Juárez,19.36757,-99.14664,Entire home/apt,500,3,45,1.88,1,179
Suite para ejecutivos o parejas cerca Santa Fe,143081008,Aldo,Cuajimalpa de Morelos,19.36718,-99.27028,Entire home/apt,777,7,0,0.0,1,120
Private Bedroom in Del Valle near 2 metro stations,25510098,Rodrigo,Benito Juárez,19.37778,-99.16904,Private room,390,2,10,0.23,1,179
Cozy Private Room,143230814,Antonieta,Benito Juárez,19.37118,-99.17946,Private room,400,2,87,1.97,1,355
ALL READY! TODO LISTO!,143238804,Angel,Cuauhtémoc,19.42715,-99.1518,Entire home/apt,679,3,114,2.59,2,0
"Super Suite  Lujo en Pte 
Max seguridad y comfort",143315513,Sergio & Angélica,Álvaro Obregón,19.33815,-99.23673,Private room,410,1,74,1.71,3,0
Trendy and modern apartment full of amenities,73344792,Miguel,Benito Juárez,19.36635,-99.16171,Entire home/apt,1290,3,58,1.4,1,239
Mi casa es tu casa.,25327047,Erneste,Tlalpan,19.29547,-99.12293,Private room,348,3,1,0.04,2,0
Habitación en amplio  departamento en Coyoacan,28961716,Luis,Coyoacán,19.35468,-99.15278,Private room,390,3,35,0.8,3,302
"Spacious, awsome and comfortable apartment",118852106,Geraldine,Iztapalapa,19.38667,-99.08319,Entire home/apt,707,3,93,2.09,1,340
Habitación en casa sola (no departamento),114003092,Ruy,Iztapalapa,19.35235,-99.11119,Private room,250,1,0,0.0,1,365
Near Downtown / Cerca del Centro,91737559,Gabriel,Cuauhtémoc,19.45385,-99.14089,Entire home/apt,413,21,37,0.9,2,241
Cozy Hip apartment near Condesa,8145811,Adela,Miguel Hidalgo,19.40549,-99.18147,Entire home/apt,890,1,104,2.39,1,268
Hermoso departamento cerca del metro Guerrero,120386084,Gerardo,Cuauhtémoc,19.44977,-99.1451,Entire home/apt,514,1,174,4.17,1,359
C6 RELAX PRIVATE ROOM BREAKFAST INCLUDED,1886913,Distrito Condesa,Cuauhtémoc,19.40764,-99.1757,Private room,817,1,5,0.14,10,364
Bright apt. in Colonia Roma: Ideal for long stays,21520458,Juan,Cuauhtémoc,19.40468,-99.16087,Entire home/apt,680,30,6,0.19,1,269
Bright & ample private loft in trendy neighborhood,143792909,,Cuauhtémoc,19.41825,-99.15746,Entire home/apt,950,3,68,1.54,2,0
"Apartamento único tipo casa, en Roma Condesa CDMX",141076125,Adrián,Cuauhtémoc,19.41318,-99.16343,Entire home/apt,1190,3,74,1.68,1,60
★Cerca de hospital infantil wtc centrico y seguro!,88743108,Edwin,Miguel Hidalgo,19.3981,-99.18127,Entire home/apt,714,2,165,3.71,1,84
Private room,95435884,Daniela (Dalex),Tlalpan,19.29424,-99.15176,Private room,300,1,27,0.62,2,363
Luxury loft in Historic Mexican building,30600030,Daphne,Benito Juárez,19.40245,-99.14661,Entire home/apt,1200,1,5,0.11,16,365
Casa Real Condesa,143993070,Ana Cecilia  Y Miguel Angel,Cuauhtémoc,19.4054,-99.17395,Private room,1500,2,14,0.34,3,206
Habitación en C. U. P. A.,117703068,Gustavo Adolfo,Benito Juárez,19.37111,-99.17161,Private room,250,2,54,1.45,4,350
A Home with Love. Departamento en la Condesa,19198438,Johanna,Cuauhtémoc,19.40815,-99.17023,Entire home/apt,1379,2,27,0.66,2,87
Fresco y silencioso departamento CDMX,143999964,Ricardo,Iztapalapa,19.34978,-99.11628,Entire home/apt,300,5,24,0.55,1,157
"Adorable habitación, Roma Norte.  Mejor ubicación.",9704780,Maribel,Cuauhtémoc,19.41597,-99.16238,Private room,690,2,24,0.59,1,90
Del Valle hermosa recámara en departamento compart,143152872,Leticia,Benito Juárez,19.37917,-99.16618,Private room,450,2,3,0.08,1,179
The Goldsmith Room,56258094,Marielle,Miguel Hidalgo,19.43605,-99.20064,Private room,450,2,26,0.82,1,360
Casa Lupita,144120077,Lupita,Tlalpan,19.28716,-99.16305,Private room,650,1,106,2.42,3,149
Departamento / Cozy apartment near downtown,144128346,Enrique,Benito Juárez,19.39799,-99.13753,Entire home/apt,410,1,124,2.79,1,146
Private Bedroom at Condesa,100418382,Maria,Cuauhtémoc,19.41261,-99.17659,Private room,514,2,96,2.2,1,180
The Loft. Centro Histórico. Top Location.,49567498,Francisco,Cuauhtémoc,19.43283,-99.13791,Entire home/apt,1029,2,241,5.42,6,322
Agradable Departamento amueblado. DEL VALLE.,109497986,Fernando Iván,Benito Juárez,19.37184,-99.17295,Entire home/apt,700,1,264,5.96,1,361
chiquita y confortable para 1 persona en Narvarte,13283995,Alberto,Benito Juárez,19.39646,-99.14851,Private room,210,2,28,0.66,2,90
Casa centro de Coyoacan.,144310949,Miguel,Coyoacán,19.34701,-99.16352,Private room,900,7,0,0.0,1,0
Prehispanic room,135563596,Angelica,Benito Juárez,19.39662,-99.14269,Private room,250,1,0,0.0,3,3
Small Room in Roma Norte,97794441,Vanessa,Cuauhtémoc,19.41773,-99.16999,Private room,250,5,109,2.49,3,64
2 Magníficas recámaras en Isabel la Católica,144340821,Patricia,Benito Juárez,19.39208,-99.14115,Private room,210,5,2,0.12,1,364
Lindo departamento en Condesa. Excelente ubicación,125429940,Andrés,Cuauhtémoc,19.41685,-99.16838,Entire home/apt,800,3,44,1.02,1,300
"Awesome and Unique, in the heart of Downtown  D15",29763844,Gerardo,Cuauhtémoc,19.43701,-99.1392,Entire home/apt,1414,2,175,3.97,4,306
Beautiful Room in Roma s Enchanting Old House,144356570,Sally,Cuauhtémoc,19.40928,-99.16771,Private room,550,3,31,0.73,1,179
RECAMARA DOBLE BAÑO PROPIO PARKING CERCA WTC,142728402,Carmen,Miguel Hidalgo,19.39641,-99.18492,Private room,720,1,2,0.06,1,180
El depa Chilanguito,3626302,Ana Maria,Miguel Hidalgo,19.45155,-99.20154,Entire home/apt,773,1,12,0.31,3,96
Private LOFT with Roof Top Terrace Great location,40691143,Israel,Benito Juárez,19.38311,-99.14778,Entire home/apt,297,5,44,1.01,2,252
"Amazing Location, Excellent Price.",11734715,Alan Salvador,Cuauhtémoc,19.43312,-99.14575,Private room,355,2,151,3.41,4,360
Dolores House,144493004,Vero,Cuauhtémoc,19.43082,-99.1433,Entire home/apt,543,3,95,2.18,2,177
Departamento en la Roma Norte - Chapultepec,122727267,Fanny,Cuauhtémoc,19.41698,-99.17377,Entire home/apt,500,2,70,1.69,2,53
Residencia Puerta Jardin,122575838,Ivan,Azcapotzalco,19.46587,-99.15768,Private room,500,5,0,0.0,1,362
Hermoso y amplio cuarto privado en casa colonial.,144633636,Laura,Tlalpan,19.28642,-99.17082,Private room,485,5,2,0.05,1,88
Sunny and Cozy Apartment in Colonia Nápoles,81093041,Carlos,Benito Juárez,19.38982,-99.17679,Private room,371,1,0,0.0,1,88
DEL REAL CONDESA B  2 modalidades/Baño,143993070,Ana Cecilia  Y Miguel Angel,Cuauhtémoc,19.40542,-99.17395,Private room,900,2,23,0.55,3,176
DEL REAL CONDESA C Habitación/Baño Desayuno Cont.,143993070,Ana Cecilia  Y Miguel Angel,Cuauhtémoc,19.4054,-99.17395,Private room,900,2,21,0.48,3,206
Spacious room with priv. bath in int. House,2027018,Dieter,Cuauhtémoc,19.42695,-99.17147,Private room,614,30,0,0.0,3,0
Hermoso Departamento  en la Roma Norte  .,143792909,,Cuauhtémoc,19.41853,-99.15612,Entire home/apt,1874,3,0,0.0,2,365
Cómodo departamento Roma CDMX,144828508,Abraham,Cuauhtémoc,19.41754,-99.162,Entire home/apt,1500,2,107,2.46,1,190
Mi casa es tu casa.,129649669,Carolina,Miguel Hidalgo,19.40791,-99.18489,Private room,310,3,10,0.23,1,0
Comfy Downton Mexico City Mesones,141068386,Viviana,Cuauhtémoc,19.4287,-99.13662,Entire home/apt,707,15,41,0.92,1,364
Loft precioso en la Roma,3723016,Valeria,Cuauhtémoc,19.41926,-99.16954,Entire home/apt,572,2,58,1.34,1,258
El departamentito 2,127075055,Apud,Tlalpan,19.29381,-99.17982,Private room,360,15,17,0.39,2,88
Renta de Cuartos Del. Azcapotzalco,66810626,Hugo,Azcapotzalco,19.50354,-99.20725,Private room,199,1,1,0.03,1,365
Cdmx Top-Rated 4BR in La Condesa,8905097,★TheLocalApple★,Cuauhtémoc,19.41192,-99.17877,Entire home/apt,2278,2,82,1.87,7,243
Confortable 2 bedrooms apartment,139892225,Alejandro,Cuauhtémoc,19.42913,-99.15137,Entire home/apt,855,1,75,1.75,2,269
Beautiful apartment in the heart of Roma & Condesa,144328427,Fabiola,Cuauhtémoc,19.40223,-99.16555,Entire home/apt,727,1,273,6.37,1,360
Private bedroom in charming house in Polanco,1994593,Mi,Miguel Hidalgo,19.43027,-99.18978,Private room,834,7,1,0.02,1,178
Quinta Valentina CDMX | Beautiful and comfortable,4243618,Viky,Miguel Hidalgo,19.40002,-99.24268,Private room,2265,1,1,0.03,1,365
DOWNTOWN LUXURY LOFT REFORMA CONDO ROOF TOP POOL,143947750,Maria,Cuauhtémoc,19.43584,-99.15206,Entire home/apt,1561,2,92,2.1,1,356
Modern Apartment,145171201,Alberto,Cuauhtémoc,19.43013,-99.1713,Entire home/apt,1700,2,10,0.23,1,365
Beautiful and cozy apartment near Reforma,145170650,Genoveva,Cuauhtémoc,19.42423,-99.1708,Entire home/apt,1458,3,64,1.46,1,25
Cómoda habitación,109059481,Maricela,Cuauhtémoc,19.40762,-99.16032,Private room,390,2,28,0.69,7,365
Best location ever: Roma & Reforma!,4362310,Aarón,Cuauhtémoc,19.42217,-99.17284,Entire home/apt,729,2,41,0.96,32,315
Casa estilo rústico habitación 2,129127995,Guadalupe,La Magdalena Contreras,19.31239,-99.226,Shared room,247,1,36,0.82,3,5
Aparment Escandón,145248442,Roberto,Miguel Hidalgo,19.40367,-99.17635,Entire home/apt,450,2,41,0.95,1,76
"Comfortable, Private, Located, Safe Coyoacán UNAM",44071124,Uzzi,Coyoacán,19.34216,-99.17162,Entire home/apt,739,3,61,1.73,1,346
Departamento de lujo 60m2 equipado y amueblado,162551992,Darwin,Miguel Hidalgo,19.43469,-99.21204,Entire home/apt,1800,1,86,1.95,8,365
"3 BRM bright, spacious garden apartment in Condesa",339586,Oswaldo,Cuauhtémoc,19.41045,-99.17268,Entire home/apt,1216,2,59,1.35,1,59
Depa en el corazón de la ciudad.Ubicación perfecta,21066133,Eugenia,Cuauhtémoc,19.42448,-99.17691,Entire home/apt,720,2,98,2.31,2,268
Apartamento en Zona Norte Lindavista,145583910,Mary,Gustavo A. Madero,19.50972,-99.14477,Entire home/apt,643,1,78,1.8,1,2
Home sweet home in CDMX near Polanco and Reforma,145671580,Mauricio,Miguel Hidalgo,19.43773,-99.18014,Entire home/apt,1800,1,3,0.07,2,73
Live [Condesa] 2021,12589139,Alvaro Andrés,Cuauhtémoc,19.40863,-99.17547,Entire home/apt,1343,12,17,0.39,1,119
Well ubicated and comfortable Campestre Room,145812150,Perla,Coyoacán,19.34354,-99.13362,Private room,263,1,2,0.05,1,90
"Beautiful Apartment, Best Location in Col.Roma!",64371831,David,Cuauhtémoc,19.41622,-99.16502,Entire home/apt,900,1,107,2.45,2,365
Nice Room in Downtown CDMX,145696576,Jorge,Cuauhtémoc,19.4338,-99.14479,Private room,439,30,20,0.46,1,180
Private room in a very spacious comfortable flat.,20672582,,Benito Juárez,19.39392,-99.16341,Private room,514,7,14,0.32,2,365
Privada de tamarindos,145889061,María Romero,Miguel Hidalgo,19.40731,-99.23974,Private room,1200,2,0,0.0,1,0
Acogedor loft frente al Hospital 20 de Noviembre,92498535,Alina,Benito Juárez,19.37053,-99.17119,Entire home/apt,800,1,62,1.41,7,4
Junto a la UNAM recámara ideal para 1 o 2 personas,57328421,Haydee,Coyoacán,19.33597,-99.18518,Private room,500,3,6,0.14,2,1
Espectacular Departamento en Roma Norte,106405434,Gabriela,Cuauhtémoc,19.41212,-99.15979,Entire home/apt,1641,5,16,0.39,1,304
Merlo's Suite,125851271,Ana,La Magdalena Contreras,19.31887,-99.23677,Private room,900,3,14,0.34,3,179
Like at home,124769879,Laura,Cuauhtémoc,19.40469,-99.16698,Entire home/apt,1666,1,0,0.0,1,363
Departamento retro en Mixcoac,30870894,Daniel,Benito Juárez,19.37907,-99.18623,Private room,350,3,1,0.02,1,88
Lucia's Room,125851271,Ana,La Magdalena Contreras,19.3189,-99.23877,Private room,750,3,12,0.28,3,365
Pola's Room,125851271,Ana,La Magdalena Contreras,19.321,-99.23903,Private room,750,3,6,0.17,3,179
Departamento con linda vista al Centro Histórico,20319009,Edith,Cuauhtémoc,19.43821,-99.14187,Entire home/apt,404,5,50,1.14,1,61
Casita Condesa ideal habitación para el descanso,71173957,Diana,Cuauhtémoc,19.41789,-99.17236,Private room,350,7,11,0.26,4,365
Habitación en Santa fe,44364160,José Andrés,Cuajimalpa de Morelos,19.36206,-99.28118,Private room,700,1,17,0.39,1,364
BRAND NEW APT- 2 BR · 2 BA · Heart of Roma Norte,7726776,Tiane,Cuauhtémoc,19.4146,-99.15669,Entire home/apt,943,2,83,1.97,2,349
Habitación Privada Cerca del Aeropuerto y Metro,145886946,Everardo,Iztacalco,19.41902,-99.06341,Private room,389,1,33,0.76,1,87
Habitación en el Sur de CDMX,124271821,Juan Carlos,Benito Juárez,19.35957,-99.1439,Private room,297,3,40,0.92,2,180
"Relaxing ""OASIS"" Huge house 22 pax condesa 7BR.",136277876,Ama,Cuauhtémoc,19.41307,-99.17504,Entire home/apt,1562,1,14,0.36,1,54
Departamento Veracruz - San Ángel inn,146179467,Isidro,Álvaro Obregón,19.34261,-99.20677,Entire home/apt,1200,2,16,0.37,2,209
Privacidad+Baño completo independiente en la Roma,146232702,Gina,Cuauhtémoc,19.4045,-99.16449,Private room,270,1,99,2.29,1,159
Minimalist Loft Next WTC,69995930,Israel,Benito Juárez,19.3923,-99.17474,Entire home/apt,1036,1,29,0.66,1,269
Polanco Suites - Double Bedroom Plus,61030249,Paul,Miguel Hidalgo,19.43441,-99.20731,Private room,300,1,41,0.94,10,353
Castlerocksuites and Condos México City,142538724,Jorge,Azcapotzalco,19.46483,-99.15779,Entire home/apt,1029,2,57,1.31,1,122
Departamento Completo Polanco Ciudad de México,12000159,Julio,Miguel Hidalgo,19.44498,-99.2029,Entire home/apt,1250,2,313,7.11,1,318
casa al sur de la CDMX,101570184,Eugenia,Coyoacán,19.3231,-99.15271,Private room,260,2,0,0.0,1,0
Private Room - Reforma - Excellent location!,75068925,Alejandro,Cuauhtémoc,19.43079,-99.16369,Private room,686,1,72,1.71,1,364
Apartamento bien ubicado bonita vista con balcón,56264441,Silvia,Benito Juárez,19.38597,-99.16105,Entire home/apt,600,7,7,0.27,3,356
Dans la del Valle,49818876,Isabella,Benito Juárez,19.39977,-99.16683,Private room,350,1,1,0.02,1,87
DosCuatroSeis apartamento,114544261,Leonel,Cuauhtémoc,19.41481,-99.16646,Private room,450,2,23,0.56,1,363
DEPA ZONA WORLD TRADE CENTER,155474778,Abigail,Benito Juárez,19.39308,-99.17758,Entire home/apt,2000,1,86,1.96,5,365
La casa del Mezcal. Cuarto de los Magueyes.,102788143,Carlos,Benito Juárez,19.38609,-99.15077,Private room,245,2,56,1.28,3,299
Condesa House - Tikal room,104537183,Aurora Gloria Triana,Cuauhtémoc,19.41241,-99.18125,Private room,600,6,2,0.05,3,365
Beautiful loft in Condesa with private terrace,5649794,Ruben,Cuauhtémoc,19.41253,-99.17297,Entire home/apt,1975,3,119,2.77,1,264
El mejor departamento con servicio de hotel,30600030,Daphne,Benito Juárez,19.40245,-99.14661,Entire home/apt,739,1,6,0.14,16,365
Loft en Polanco-Lomas para Ejecutivos y Parejas,31629633,Raphael,Miguel Hidalgo,19.43326,-99.21271,Entire home/apt,998,2,32,0.74,1,180
Excellent Apartment Guadalupe Inn. San Ángel,51268574,Byg,Álvaro Obregón,19.361,-99.18357,Entire home/apt,1937,2,24,0.58,2,365
Habitación Roja.,1683373,Miguel,Tlalpan,19.27651,-99.17876,Private room,247,1,3,0.08,5,365
Ideal para olvidarse del bullicio de la ciudad.,121596173,Maria Elena,Xochimilco,19.27297,-99.14092,Private room,370,1,15,0.34,5,361
3B - Suite La Paz in San Angel - 1BR/1BA Double,6890179,Juan Gabriel,Álvaro Obregón,19.35374,-99.19211,Entire home/apt,500,2,36,0.88,14,364
New and cozy apartment in Colonia Juárez,40295785,Álvaro,Cuauhtémoc,19.42622,-99.15284,Entire home/apt,650,3,50,1.21,1,22
Estudio con jardín para dos personas,73662433,Antonio,Miguel Hidalgo,19.42463,-99.21231,Entire home/apt,2256,8,8,0.22,3,365
Recámara a 20 minutos del centro histórico.,64225887,Clara,Benito Juárez,19.3852,-99.13977,Private room,350,1,8,0.19,1,362
Savor Sweeping Urban Vistas from the Bedroom Balcony,21422183,,Cuauhtémoc,19.43511,-99.1533,Entire home/apt,2282,1,107,2.55,3,175
Hermoso Apartamento en la mejor zona de la Condesa,107766864,Mauricio,Cuauhtémoc,19.41666,-99.17744,Entire home/apt,1085,1,164,3.78,1,357
1. Ideal para olvidarse del bullicio de la ciudad.,121596173,Maria Elena,Tlalpan,19.27329,-99.14154,Private room,320,1,25,0.61,5,3
"Room for women in Escandon, Near Condesa and WTC",5683700,Ernesto,Miguel Hidalgo,19.40051,-99.18192,Private room,208,20,6,0.14,2,299
